Tue Aug 14 2018 20:46:01Nilai ballast : -0.13367, Nilai error teta : 0.0368999839107.76190185-356.5111083984, Error pitch : 0.0391
Tue Aug 14 2018 20:46:03Nilai ballast : -0.13320, Nilai error teta : 0.0329999924107.76190185-356.5111083984, Error pitch : 0.0313
Tue Aug 14 2018 20:46:05Nilai ballast : -0.13314, Nilai error teta : 0.0285999924107.76190185-356.5111083984, Error pitch : 0.0286
Tue Aug 14 2018 20:46:08Nilai ballast : -0.13344, Nilai error teta : 0.0264999866107.76190185-356.5111083984, Error pitch : 0.0265
Tue Aug 14 2018 20:46:10Nilai ballast : -0.13390, Nilai error teta : 0.0248999894107.76190185-356.5111083984, Error pitch : 0.0249
Tue Aug 14 2018 20:46:12Nilai ballast : -0.13478, Nilai error teta : 0.0230999887108.29660034-364.7640991211, Error pitch : 0.0242
Tue Aug 14 2018 20:46:14Nilai ballast : -0.13515, Nilai error teta : 0.0226999968108.32569885-365.4179077148, Error pitch : 0.0227
Tue Aug 14 2018 20:47:27Nilai ballast : -0.16710, Nilai error teta : 0.020199984394.216400146-410.7073059082, Error pitch : 0.0202
Tue Aug 14 2018 20:47:30Nilai ballast : 0.13349, Nilai error teta : -0.49979999694.216400146-410.7073059082, Error pitch : -0.4998
Tue Aug 14 2018 20:47:32Nilai ballast : 0.14288, Nilai error teta : -0.50269997192.998596191-412.2785949707, Error pitch : -0.4998
Tue Aug 14 2018 20:47:34Nilai ballast : 0.16956, Nilai error teta : -0.50269997192.998596191-412.2785949707, Error pitch : -0.5027
Tue Aug 14 2018 20:47:36Nilai ballast : 0.18387, Nilai error teta : -0.43680000392.998596191-412.2785949707, Error pitch : -0.4842
Tue Aug 14 2018 20:47:39Nilai ballast : 0.12535, Nilai error teta : -0.29639998092.998596191-412.2785949707, Error pitch : -0.2548
Tue Aug 14 2018 20:47:41Nilai ballast : 0.06926, Nilai error teta : -0.18069998992.998596191-412.2785949707, Error pitch : -0.1807
Tue Aug 14 2018 20:47:43Nilai ballast : 0.06926, Nilai error teta : -0.13749998892.352203369-412.9689941406, Error pitch : -0.1375
