2023-06-21,10:29:31,BE,statusResetBE,MM,MM,rudder,mainThruster,bow,_
2023-06-21,10:45:07,167,0,20,30,1550,1200,0,
2023-06-21,10:45:08,170,0,20,30,1550,1200,0,
2023-06-21,10:45:09,179,0,20,30,1550,1200,0,
2023-06-21,10:45:10,160,0,20,30,1550,1200,0,
2023-06-21,10:45:11,176,0,20,30,1550,1200,0,
2023-06-21,10:45:12,152,0,20,30,1550,1200,0,
2023-06-21,10:45:13,162,0,20,30,1500,1200,0,
2023-06-21,10:45:14,150,0,20,30,1500,1200,0,
2023-06-21,10:45:15,150,0,20,30,1450,1200,0,
2023-06-21,10:45:16,142,0,20,30,1450,1200,0,
2023-06-21,10:45:17,142,0,20,30,1433,1200,0,
2023-06-21,10:45:18,135,0,20,30,1423,1200,0,
2023-06-21,10:45:19,135,0,20,30,1424,1200,0,
2023-06-21,10:45:20,127,0,20,30,1437,1200,0,
2023-06-21,10:45:21,120,0,20,30,1451,1200,0,
2023-06-21,10:45:22,112,0,20,30,1450,1200,0,
2023-06-21,10:45:23,105,0,20,30,1450,1200,0,
2023-06-21,10:45:24,105,0,20,30,1450,1200,0,
2023-06-21,10:45:25,97,0,20,30,1450,1200,0,
2023-06-21,10:45:26,90,0,20,30,1450,1200,0,
2023-06-21,10:45:27,82,0,20,30,1500,1200,0,
2023-06-21,10:45:28,75,0,20,30,1500,1200,0,
2023-06-21,10:45:29,67,0,20,30,1500,1200,0,
2023-06-21,10:45:30,60,0,20,30,1500,1200,0,
2023-06-21,10:45:31,52,0,20,30,1500,1200,0,
2023-06-21,10:45:32,50,0,21,30,1500,1200,0,
2023-06-21,10:45:33,50,0,21,30,1450,1200,0,
2023-06-21,10:45:34,50,0,21,30,1450,1200,0,
2023-06-21,10:45:35,50,0,20,30,1450,1200,0,
2023-06-21,10:45:36,50,0,20,30,1450,1200,0,
2023-06-21,10:45:38,50,0,20,30,1450,1200,0,
2023-06-21,10:45:39,50,0,20,30,1450,1200,0,
2023-06-21,10:45:40,50,0,20,30,1450,1200,0,
2023-06-21,10:45:41,50,0,20,30,1450,1200,0,
2023-06-21,10:45:42,50,0,20,30,1444,1200,0,
2023-06-21,10:45:43,50,0,20,30,1441,1200,0,
2023-06-21,10:45:44,50,0,20,30,1443,1200,0,
2023-06-21,10:45:45,50,0,20,30,1446,1200,0,
2023-06-21,10:45:46,50,0,21,30,1449,1200,0,
2023-06-21,10:45:47,50,0,21,30,1449,1200,0,
2023-06-21,10:45:48,50,0,21,30,1448,1200,0,
2023-06-21,10:45:49,50,0,21,30,1448,1200,0,
2023-06-21,10:45:50,50,0,21,30,1449,1200,0,
2023-06-21,10:45:51,50,0,22,30,1448,1200,0,
2023-06-21,10:45:52,50,0,22,30,1445,1200,0,
2023-06-21,10:45:53,50,0,22,30,1442,1200,0,
2023-06-21,10:45:54,50,0,22,30,1443,1200,0,
2023-06-21,10:45:55,50,0,22,30,1448,1200,0,
2023-06-21,10:45:56,50,0,23,30,1451,1200,0,
2023-06-21,10:45:57,50,0,23,30,1450,1200,0,
2023-06-21,10:45:58,50,0,23,30,1450,1200,0,
2023-06-21,10:45:59,50,0,23,30,1450,1200,0,
2023-06-21,10:46:00,50,0,23,30,1450,1200,0,
2023-06-21,10:46:01,50,0,24,30,1450,1200,0,
2023-06-21,10:46:02,54,0,24,30,1450,1200,0,
2023-06-21,10:46:03,62,0,23,30,1430,1200,0,
2023-06-21,10:46:04,62,0,22,30,1412,1200,0,
2023-06-21,10:46:05,67,0,22,30,1406,1200,0,
2023-06-21,10:46:06,67,0,22,30,1406,1200,0,
2023-06-21,10:46:07,63,0,22,30,1418,1200,0,
2023-06-21,10:46:08,52,0,22,30,1433,1200,0,
2023-06-21,10:46:09,52,0,22,30,1446,1200,0,
2023-06-21,10:46:10,50,0,21,30,1446,1200,0,
2023-06-21,10:46:11,50,0,21,30,1441,1200,0,
2023-06-21,10:46:12,50,0,21,30,1436,1200,0,
2023-06-21,10:46:13,50,0,22,30,1432,1200,0,
2023-06-21,10:46:14,50,0,23,30,1438,1200,0,
2023-06-21,10:46:15,50,0,23,30,1449,1200,0,
2023-06-21,10:46:16,50,0,23,30,1450,1200,0,
2023-06-21,10:46:17,50,0,23,30,1450,1200,0,
2023-06-21,10:46:18,50,0,20,30,1450,1200,0,
2023-06-21,10:46:19,50,0,20,30,1500,1200,0,
2023-06-21,10:46:20,50,0,23,30,1500,1200,0,
2023-06-21,10:46:21,50,0,23,30,1500,1200,0,
2023-06-21,10:46:22,50,0,23,30,1500,1200,0,
2023-06-21,10:46:23,50,0,23,30,1500,1200,0,
2023-06-21,10:46:24,50,0,24,30,1500,1200,0,
2023-06-21,10:46:25,50,0,24,30,1500,1200,0,
2023-06-21,10:46:26,62,0,24,30,1450,1200,0,
2023-06-21,10:46:27,67,0,24,30,1401,1200,0,
2023-06-21,10:46:29,72,0,24,30,1382,1200,0,
2023-06-21,10:46:30,77,0,23,30,1379,1200,0,
2023-06-21,10:46:31,82,0,23,30,1397,1200,0,
2023-06-21,10:46:32,87,0,23,30,1417,1200,0,
2023-06-21,10:46:33,87,0,23,30,1431,1200,0,
2023-06-21,10:46:34,72,0,23,30,1437,1200,0,
2023-06-21,10:46:35,65,0,22,30,1432,1200,0,
2023-06-21,10:46:36,57,0,22,30,1417,1200,0,
